Country,Year, Population (People), GDP-PPP (Million Intl$ (2005)), GDP-USD (Million US$ (2005)), Energy Use (Thous. tonnes oil eq. (ktoe))
Italy,1978,56155143,,1044160.547,126212.363
Jamaica,1978,2080307,,,2468.76
Japan,1978,114898000,,2257221.841,333013.333
Jordan,1978,2021107,,3542.200683,1214.956
Kazakhstan,1978,14577717,,,
Kenya,1978,15081677,,7691.617927,6844.21
Kiribati,1978,51853,,119.5919451,
Korea (North),1978,16953627,,,26751.273
Korea (South),1978,36969185,,154767.6547,34572.92
Kuwait,1978,1238353,,,8276.618
Kyrgyzstan,1978,3487100,,,
Laos,1978,3162568,,,
Latvia,1978,2497921,,10358.73084,
Lebanon,1978,2604875,,,2161.691
Lesotho,1978,1241159,,561.7506542,
Liberia,1978,1775200,,1207.762323,
Libya,1978,2843816,,,4684.96
Lithuania,1978,3379514,,,
Luxembourg,1978,362007,,11549.35689,4016.831
"Macedonia, FYR",1978,1849320,,,
Madagascar,1978,8268902,,3249.058821,
Malawi,1978,5862115,,1370.898028,
Malaysia,1978,13191699,,27296.01799,10143.979
Maldives,1978,145563,,,
Mali,1978,6502693,,2342.181751,
Malta,1978,310182,,1967.536695,294.779
Mauritania,1978,1448677,,1026.110561,
Mauritius,1978,936435,,1925.207942,
Mexico,1978,67012869,,393677.5725,76541.884
Moldova,1978,3339000,,,
Mongolia,1978,1603907,,,
Montenegro,1978,570038,,,
Morocco,1978,18900970,,23322.24652,4434.491
Mozambique,1978,11527369,,,6512.882
Myanmar,1978,32896129,,,8990.598
Namibia,1978,970569,,,
Nauru,1978,,,,
Nepal,1978,13751522,,2663.240903,4296.344
Netherlands,1978,13941700,,333405.8782,65004.644
New Zealand,1978,3121200,,56818.57681,9462.852
Nicaragua,1978,3065820,,5781.510028,1694.425
Niger,1978,5516743,,2266.152426,
Nigeria,1978,69512236,,55682.65217,48192.126
Niue,1978,,,,
Norway,1978,4058671,,135566.6279,17657.594
Oman,1978,1032772,,6336.43256,555.544
Pakistan,1978,74868889,,27725.69269,22358.589
Palau,1978,12151,,,
Panama,1978,1894807,,6315.75899,1620.314
Papua New Guinea,1978,3047769,,2683.855934,
Paraguay,1978,3028542,,3356.044124,1901.709
Peru,1978,16451352,,43491.18324,10577.677
Philippines,1978,44867695,,47301.304,20257.592
Poland,1978,34965600,,,121974.198
Portugal,1978,9558250,,90333.5241,8762.711
Qatar,1978,192059,,,1621.71
Romania,1978,21951464,,,64126.802
Russian Federation,1978,137060000,,,
Rwanda,1978,4804354,,1142.500606,
Saint Kitts & Nevis,1978,43704,,151.2193089,
Saint Lucia,1978,114551,,,
Saint Vincent & Grenadines,1978,98634,,176.5275109,
Samoa,1978,154010,,,
Sao Tome & Principe,1978,90058,,,
Saudi Arabia,1978,8722480,,180333.4822,17079.249
Senegal,1978,5289871,,3831.834953,1457.826
Serbia,1978,,,,
Seychelles,1978,62707,,372.3137395,
Sierra Leone,1978,3029965,,1236.378431,
Singapore,1978,2354000,,19641.58201,5212.354
Slovakia,1978,4890125,,,19214.069
Slovenia,1978,1862548,,,
Solomon Islands,1978,215353,,,
South Africa,1978,26355319,,132949.8896,60217.108
Spain,1978,36872506,,535117.7727,64786.234
Sri Lanka,1978,14190000,,7116.517229,4320.767
Sudan,1978,13429688,,9185.475102,7820.841
Suriname,1978,363692,,1594.38907,
Swaziland,1978,567560,,619.3514651,
Sweden,1978,8275599,,201085.8962,41516.935
Switzerland,1978,6281738,,242240.994,18813.911
Syria,1978,8363346,,9588.569808,4201.56
Taiwan,1978,,,,
Tajikistan,1978,3707624,,,
Tanzania,1978,17556181,,,7838.366
Thailand,1978,45412214,,37688.11852,20839.208
Togo,1978,2576477,,1336.031263,849.825
Tonga,1978,91361,,,
Trinidad & Tobago,1978,1054109,,8801.439129,3508.297
Tunisia,1978,6049539,,10049.31739,2763.385
Turkey,1978,41953105,,167608.8662,31809.575
Turkmenistan,1978,2723006,,,
Uganda,1978,11818135,,,
Ukraine,1978,49530219,,,
United Arab Emirates,1978,827191,,55517.72517,4770.301
United Kingdom,1978,56196504,,1130465.964,206546.613
United States of America,1978,222585000,,5758973.43,1878261.949
Uruguay,1978,2876019,,10983.3257,2541.97
Uzbekistan,1978,15197091,,,
Vanuatu,1978,109429,,,
Venezuela,1978,14150223,,99862.17081,29818.777
Vietnam,1978,51436000,,,13305.893
Yemen,1978,7339452,,,961.86
Zambia,1978,5479897,,4791.071926,4297.195
Zimbabwe,1978,6796863,,3903.601352,6026.638
World,1978,4286612813,,21105787.72,6947691.688
European Union (15),1978,354243287,,7040353.571,1184336.383
European Union (28),1978,455975033,,7133305.988,1491785.667
Afghanistan,1979,13257128,,,
Albania,1979,2670572,,,2262.329
Algeria,1979,18884689,,50419.24746,11000.209
Angola,1979,7399204,,,4478.234
Antigua & Barbuda,1979,70553,,305.7689327,
Argentina,1979,27701412,,118967.3477,41111.993
Armenia,1979,3044564,,,
Australia,1979,14514000,,294976.1169,67981.445
Austria,1979,7549425,,169444.8742,23697.012
